seqnames	start	end	width	strand	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand.1	geneL	codingL	Geneid	subjectHits
chr19	41106155	41106351	197	*	0.457186977155279	1.82874790862112	200682	767974	767977	4	4	0	0	0.000131991346736794	0.15	LTBP4	NM_001042544 NM_001042545 NM_003573 NP_001036009 NP_001036010 NP_003564	promoter	promoter	926	NA	NA	NA	31	NA	+	28448	NA	8425	65080
chr3	158449660	158449920	261	*	0.433597933164397	1.73439173265759	287371	182398	182401	4	11	0	0	0.000181208459079327	0.2	RARRES1	NM_002888 NM_206963 NP_002879 NP_996846 XM_005247686 XP_005247743 XR_001740228	inside intron	inside	355	inside intron	8	1	4	inside transcription region	-	27835	NA	5918	50243
chr11	627152	627175	24	*	0.460929047664603	1.38278714299381	62147	478723	478725	3	18	0	0	0.000519016821066714	0.41	SCT	NM_021920 NP_068739 XM_017018109 XP_016873598	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	-	860	NA	6343	51761
chr14	64760864	64762315	1452	*	0.273193685437635	3.00513053981399	122457	602115	602125	11	12	2.23714147011515e-06	0.01	1.34228488206909e-05	0.03	ESR2	NM_001040275 NM_001040276 NM_001214902 NM_001214903 NM_001271876 NM_001271877 NM_001291712 NM_001291723 NM_001437 NP_001035365 NP_001201831 NP_001258805 NP_001258806 NP_001278641 NP_001278652 NP_001428 NR_073496 NR_073497 XM_017021079 XM_017021080 XM_017021081 XM_017021082 XM_017021083 XM_017021084 XP_016876568 XP_016876569 XP_016876570 XP_016876571 XP_016876572 XP_016876573 XR_001750187	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	9	5' UTR	-	61381	NA	2100	17291
chr11	20385280	20385756	477	*	0.272338332422719	2.99572165664991	66619	489081	489091	11	19	2.23714147011515e-06	0.01	1.34228488206909e-05	0.03	HTATIP2	NM_001098520 NM_001098521 NM_001098522 NM_001098523 NM_006410 NP_001091990 NP_001091991 NP_001091992 NP_001091993 NP_006401	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	5	5' UTR	+	19926	NA	10553	5197
chr16	68270498	68271698	1201	*	0.321725293307572	2.89552763976815	156625	672877	672885	9	23	2.23714147011515e-06	0.01	2.01342732310363e-05	0.05	ESRP2	NM_001365264 NM_001365265 NM_024939 NP_001352193 NP_001352194 NP_079215 XM_005256153 XM_006721273 XP_005256210 XP_006721336	promoter	promoter	362	NA	NA	NA	15	NA	-	7686	NA	80004	61933
chr19	19050971	19051370	400	*	0.319660283425227	2.87694255082705	197264	760329	760337	9	15	2.23714147011515e-06	0.01	2.01342732310363e-05	0.05	HOMER3	NM_001145721 NM_001145722 NM_001145724 NM_004838 NP_001139193 NP_001139194 NP_001139196 NP_004829 NR_027297 XM_006722943 XM_006722944 XP_006723006 XP_006723007	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	10	5' UTR	-	11151	NA	9454	71318
chr2	102090371	102091202	832	*	0.318596999198293	2.86737299278464	221197	108811	108819	9	18	2.23714147011515e-06	0.01	2.01342732310363e-05	0.05	RFX8	NM_001145664 NM_001367508 NM_001367509 NM_001367510 NM_207403 NP_001139136 NP_001354437 NP_001354438 NP_001354439 XM_011511771 XM_011511772 XM_011511773 XM_011511776 XM_011511777 XM_011511778 XM_017004851 XM_017004852 XM_017004853 XM_017004854 XP_011510073 XP_011510074 XP_011510075 XP_011510078 XP_011510079 XP_011510080 XP_016860340 XP_016860341 XP_016860342 XP_016860343 XR_001738924	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	12	5' UTR	-	77342	NA	731220	58014
chr1	156828767	156829691	925	*	0.315599894521453	2.84039905069307	25448	53438	53446	9	20	2.23714147011515e-06	0.01	2.23714147011515e-05	0.05	INSRR	NM_014215 NP_055030	promoter	promoter	55	NA	NA	NA	4	NA	-	7918	NA	3645	31585
chr5	140864020	140864834	815	*	0.314391065302532	2.82951958772278	329045	259736	259744	9	9	2.23714147011515e-06	0.01	2.23714147011515e-05	0.05	PCDHGC4	NM_018928 NM_032406 NP_061751 NP_115782	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	overlaps 5' UTR	+	27807	NA	56098	46625
chr8	22960278	22961007	730	*	0.312090795284042	2.80881715755638	387020	380707	380715	9	17	2.23714147011515e-06	0.01	2.23714147011515e-05	0.05	TNFRSF10C	NM_003841 NP_003832	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	inside transcription region	+	14623	NA	8794	67816
chr2	80529315	80530770	1456	*	0.308065062573834	2.7725855631645	218763	104048	104056	9	11	2.23714147011515e-06	0.01	2.23714147011515e-05	0.05	LRRTM1	NM_178839 NP_849161 XM_017003986 XM_017003987 XP_016859475 XP_016859476	inside exon	inside	717	inside exon	0	2	2	overlaps 3'UTR	-	2484	NA	347730	30967
chr12	103311064	103311575	512	*	0.304322330049036	2.73890097044132	98921	554887	554895	9	11	2.23714147011515e-06	0.01	2.46085561712666e-05	0.06	PAH	NM_000277 NM_001354304 NP_000268 NP_001341233 XM_017019370 XP_016874859	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	6	5' UTR	-	62917	NA	5053	38488
chr8	38964858	38965386	529	*	0.322312941439829	2.57850353151863	389520	385475	385482	8	14	2.23714147011515e-06	0.01	3.80314049919575e-05	0.08	ADAM32	NM_001313994 NM_145004 NP_001300923 NP_659441 XM_006716298 XM_006716299 XM_011544433 XM_011544434 XM_017013183 XM_017013184 XM_017013185 XM_017013186 XM_017013187 XM_017013188 XM_024447092 XM_024447093 XP_006716361 XP_006716362 XP_011542735 XP_011542736 XP_016868672 XP_016868673 XP_016868674 XP_016868675 XP_016868676 XP_016868677 XP_024302860 XP_024302861	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	22	overlaps 5' UTR	+	177386	NA	203102	16900
chr6	36097692	36098581	890	*	0.285223745166372	2.56701370649735	343540	295969	295977	9	12	4.47428294023029e-06	0.01	3.80314049919575e-05	0.08	MAPK13	NM_002754 NP_002745 NR_072996 XM_024446491 XP_024302259	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	10	inside transcription region	+	14040	NA	5603	46583
chr2	31361593	31361820	228	*	0.283407673900137	2.55066906510123	211783	91548	91556	9	19	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	GALNT14	NM_001253826 NM_001253827 NM_001329095 NM_001329096 NM_001329097 NM_024572 NP_001240755 NP_001240756 NP_001316024 NP_001316025 NP_001316026 NP_078848 XM_017004906 XM_017004907 XP_016860395 XP_016860396 XR_001738941 XR_001738942 XR_001738943	promoter	promoter	1	NA	NA	NA	12	NA	-	214607	NA	79623	60751
chr1	44398998	44399776	779	*	0.282435547181946	2.54191992463751	12836	27554	27562	9	19	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	ARTN	NM_001136215 NM_003976 NM_057090 NM_057091 NM_057160 NP_001129687 NP_476431 NP_476432	overlaps exon downstream	inside	6	overlaps exon downstream	0	1	5	5' UTR	+	3920	NA	9048	68979
chr4	1006016	1006278	263	*	0.317275527886676	2.53820422309341	293517	193903	193910	8	43	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	FGFRL1	NM_001004356 NM_001004358 NM_001370296 NM_021923 NP_001004356 NP_001004358 NP_001357225 NP_068742 XM_024454092 XM_024454093 XP_024309860 XP_024309861	overlaps two exons	inside	82	overlaps two exons	0	1	7	overlaps 5' UTR	+	14752	NA	53834	41750
chr17	41363737	41364121	385	*	0.314865086026006	2.51892068820805	171743	706895	706902	8	12	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	TMEM106A	NM_001291586 NM_001291587 NM_001291588 NM_145041 NP_001278515 NP_001278516 NP_001278517 NP_659478	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	7	5' UTR	+	7695	NA	113277	7845
chr20	61583736	61584248	513	*	0.314052246203813	2.51241796963051	251745	802909	802916	8	9	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	SLC17A9	NM_001302643 NM_022082 NP_001289572 NP_071365 XM_011528978 XP_011527280 XR_936601	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	13	overlaps 5' UTR	+	15950	NA	63910	51929
chr11	61062837	61063124	288	*	0.312227691285647	2.49782153028518	71070	497939	497946	8	14	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	VWCE	NM_152718 NP_689931 XM_006718460 XM_006718462 XM_011544817 XM_017017341 XM_017017342 XM_017017343 XM_017017344 XP_006718523 XP_006718525 XP_011543119 XP_016872830 XP_016872831 XP_016872832 XP_016872833 XR_949822	promoter	promoter	49	NA	NA	NA	20	NA	-	37030	NA	220001	17802
chr9	4299768	4300203	436	*	0.311647985419313	2.49318388335451	403907	411396	411403	8	18	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	GLIS3	NM_001042413 NM_152629 NP_001035878 NP_689842 XM_005251386 XM_005251387 XM_005251388 XM_005251389 XM_006716731 XM_011517763 XM_011517764 XM_011517765 XM_011517766 XM_011517767 XM_011517769 XM_017014361 XP_005251443 XP_005251444 XP_005251445 XP_005251446 XP_006716794 XP_011516065 XP_011516066 XP_011516067 XP_011516068 XP_011516069 XP_011516071 XP_016869850 XR_929206	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	5' UTR	-	14496	NA	169792	14967
chr2	219262891	219263515	625	*	0.309542970379956	2.47634376303964	235385	133821	133828	8	26	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	CTDSP1	NM_001206878 NM_001206879 NM_021198 NM_182642 NP_001193807 NP_067021 NP_872580 XM_011511569 XM_011511570 XM_017004615 XM_017004616 XM_017004617 XM_017004618 XP_011509871 XP_011509872 XP_016860104 XP_016860105 XP_016860106 XP_016860107	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	7	overlaps 5' UTR	+	7603	NA	58190	49700
chr5	83016717	83017551	835	*	0.309076216826744	2.47260973461396	322377	246930	246937	8	15	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	HAPLN1	NM_001884 NP_001875 XM_011543168 XM_017009051 XM_017009052 XM_017009053 XM_017009054 XP_011541470 XP_016864540 XP_016864541 XP_016864542 XP_016864543	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	5	5' UTR	-	82879	NA	1404	11396
chr19	35530254	35531403	1150	*	0.306464942275745	2.45171953820596	199035	763887	763894	8	15	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	HPN	NM_002151 NM_182983 NP_002142 NP_892028 XM_005258838 XM_017026731 XM_017026732 XP_005258895 XP_016882220 XP_016882221	promoter	promoter	7	NA	NA	NA	13	NA	+	26067	NA	3249	29834
chr1	78354051	78354839	789	*	0.303566530818073	2.42853224654458	17695	36876	36883	8	17	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	NEXN	NM_001172309 NM_144573 NP_001165780 NP_653174 XM_005271322 XM_005271323 XM_005271324 XM_005271325 XM_005271326 XM_005271327 XP_005271379 XP_005271380 XP_005271381 XP_005271382 XP_005271383 XP_005271384	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	13	5' UTR	+	55378	NA	91624	69723
chr2	201450601	201451026	426	*	0.301827206893495	2.41461765514796	232791	129269	129276	8	14	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	AOX1	NM_001159 NP_001150 XM_011511062 XM_017003946 XM_017003947 XP_011509364 XP_016859435 XP_016859436	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	35	overlaps 5' UTR	+	85486	NA	316	29541
chr2	286830	287395	566	*	0.300555682873285	2.40444546298628	206194	80921	80928	8	14	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	ALKAL2	NM_001002919 NP_001002919 XM_005264689 XM_006711879 XM_011510342 XP_005264746 XP_006711942 XP_011508644	covers exon(s)	inside	497	covers exon(s)	0	1	5	inside transcription region	-	7963	NA	285016	26773
chr20	24449668	24450353	686	*	0.296212005026201	2.36969604020961	244007	788399	788406	8	20	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	SYNDIG1	NM_001323606 NM_001323607 NM_024893 NP_001310535 NP_001310536 NP_079169 NR_147606 XM_011529347 XM_011529348 XM_011529349 XM_011529350 XM_011529351 XM_011529352 XM_011529353 XM_011529354 XM_011529356 XM_011529358 XM_017028064 XM_017028065 XM_017028066 XM_017028067 XM_017028068 XM_017028069 XP_011527649 XP_011527650 XP_011527651 XP_011527652 XP_011527653 XP_011527654 XP_011527655 XP_011527656 XP_011527658 XP_011527660 XP_016883553 XP_016883554 XP_016883555 XP_016883556 XP_016883557 XP_016883558 XR_937144	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	+	197332	NA	79953	61734
chr19	46001735	46002685	951	*	0.295811083381419	2.36648866705135	202065	771321	771328	8	12	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	PPM1N	NM_001080401 NM_178494 NP_001073870 XR_001753603 XR_002958254	overlaps exon downstream	inside	4	overlaps exon downstream	0	1	5	inside transcription region	+	4033	NA	147699	12433
chr19	11199851	11200146	296	*	0.29437731756216	2.35501854049728	194775	754176	754183	8	12	4.47428294023029e-06	0.01	4.02685464620726e-05	0.08	LDLR	NM_000527 NM_001195798 NM_001195799 NM_001195800 NM_001195802 NM_001195803 NP_000518 NP_001182727 NP_001182728 NP_001182729 NP_001182732 XM_011528010 XP_011526312 XR_001753685 XR_001753686	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	17	5' UTR	+	44467	NA	3949	33575
chr11	94965469	94965791	323	*	0.292613818563612	2.3409105485089	78021	513750	513757	8	14	4.47428294023029e-06	0.01	4.47428294023029e-05	0.08	SESN3	NM_001271594 NM_144665 NP_001258523 NP_653266 XM_011542614 XM_024448355 XP_011540916 XP_024304123	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	9	5' UTR	-	67028	NA	143686	11784
chr7	28997925	28998346	422	*	0.290817209228806	2.32653767383045	365042	337873	337880	8	29	4.47428294023029e-06	0.01	4.47428294023029e-05	0.08	TRIL	NM_014817 NP_055632	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	3	5' UTR	-	5055	NA	9865	72905
chr17	79283028	79283390	363	*	0.290605782992926	2.32484626394341	180837	726318	726325	8	12	4.47428294023029e-06	0.01	4.47428294023029e-05	0.08	LINC00482	NM_178519 NR_038080	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	-	6424	NA	284185	26451
chr21	34774726	34775045	320	*	0.386981210632126	2.32188726379275	254094	807574	807579	6	11	2.23714147011515e-06	0.01	4.47428294023029e-05	0.08	IFNGR2	NM_001329128 NM_005534 NP_001316057 NP_005525 XM_011529553 XM_011529554 XP_011527855 XP_011527856	promoter	promoter	157	NA	NA	NA	7	NA	+	34626	NA	3460	30886
chr10	71892694	71892787	94	*	0.380347202463519	2.28208321478112	50093	454401	454406	6	16	2.23714147011515e-06	0.01	5.14542538126483e-05	0.09	AIFM2	NM_001198696 NM_032797 NP_001185625 NP_116186	promoter	promoter	4	NA	NA	NA	9	NA	-	20667	NA	84883	66259
chr1	1566351	1567131	781	*	0.37206965266995	2.2324179160197	499	1669	1674	6	13	2.23714147011515e-06	0.01	6.26399611632241e-05	0.09	MMP23B	NM_006983 NP_008914 XM_017002615 XM_017002617 XP_016858104 XP_016858106 XR_002957848	promoter	promoter	429	NA	NA	NA	7	NA	+	2470	NA	8510	66702
chr1	21044661	21044874	214	*	0.364068098133402	2.18440858880041	6563	14699	14704	6	12	2.23714147011515e-06	0.01	7.15885270436847e-05	0.1	KIF17	NM_001122819 NM_001287212 NM_020816 NP_001116291 NP_001274141 NP_065867	promoter	promoter	344	NA	NA	NA	15	NA	-	53810	NA	57576	48925
chr2	74725040	74725925	886	*	0.358845292845032	2.15307175707019	218268	103097	103102	6	6	2.23714147011515e-06	0.01	7.38256685137998e-05	0.1	LBX2	NM_001009812 NM_001282430 NP_001009812 NP_001269359	overlaps exon upstream	inside	744	overlaps exon upstream	0	2	2	overlaps 3'UTR	-	2025	NA	85474	67026
chr6	32076906	32077103	198	*	0.355292110080656	2.13175266048393	342363	290893	290898	6	15	2.23714147011515e-06	0.01	8.05370929241452e-05	0.11	TNXB	NM_001365276 NM_019105 NM_032470 NP_001352205 NP_061978 NP_115859	overlaps exon downstream	inside	48	overlaps exon downstream	0	1	44	5' UTR	-	68219	NA	7148	56894
chr3	40428638	40428986	349	*	0.351583610753982	2.10950166452389	272229	154148	154153	6	16	2.23714147011515e-06	0.01	8.05370929241452e-05	0.11	ENTPD3	NM_001248 NM_001291960 NM_001291961 NP_001239 NP_001278889 NP_001278890 XM_011534266 XP_011532568	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	11	5' UTR	+	41359	NA	956	71685
chr9	129884948	129885291	344	*	0.350804729054392	2.10482837432635	414699	428734	428739	6	11	2.23714147011515e-06	0.01	8.05370929241452e-05	0.11	ANGPTL2	NM_012098 NP_036230 XM_006717030 XP_006717093	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	-	35416	NA	23452	20962
chr14	52536147	52536721	575	*	0.344833435084914	2.06900061050948	120454	598520	598525	6	20	2.23714147011515e-06	0.01	8.50113758643755e-05	0.11	NID2	NM_007361 NP_031387 XM_005267405 XM_005267406 XM_005267407 XP_005267462 XP_005267463 XP_005267464	promoter	promoter	201	NA	NA	NA	16	NA	-	56519	NA	22795	18594
chr12	54070931	54071194	264	*	0.344185650279981	2.06511390167988	92953	543182	543187	6	26	2.23714147011515e-06	0.01	8.50113758643755e-05	0.11	ATP5MC2	NM_001002031 NM_001330269 NM_001369753 NM_001369754 NM_001369755 NM_001369756 NM_001369757 NM_001369758 NM_005176 NP_001002031 NP_001317198 NP_001356682 NP_001356683 NP_001356684 NP_001356685 NP_001356686 NP_001356687 NP_005167 NR_163135 NR_163136 NR_163137 XM_017019460 XM_017019461 XP_016874949 XP_016874950	promoter	promoter	419	NA	NA	NA	6	NA	-	11568	NA	517	40712
chr6	3228943	3230007	1065	*	0.34371545406639	2.06229272439834	336799	274467	274472	6	6	2.23714147011515e-06	0.01	8.50113758643755e-05	0.11	TUBB2B	NM_178012 NP_821080	promoter	promoter	975	NA	NA	NA	4	NA	-	3473	NA	347733	30971
chr1	156215418	156215846	429	*	0.343158074623469	2.05894844774081	25198	52752	52757	6	7	2.23714147011515e-06	0.01	8.50113758643755e-05	0.11	PAQR6	NM_001272104 NM_001272105 NM_001272106 NM_001272107 NM_001272108 NM_001272109 NM_001272110 NM_001272111 NM_001272112 NM_001272113 NM_024897 NM_198406 NP_001259033 NP_001259034 NP_001259035 NP_001259036 NP_001259037 NP_001259038 NP_001259039 NP_001259040 NP_001259041 NP_001259042 NP_079173 NP_940798 NR_073610 XM_005245494 XM_006711546 XM_006711547 XM_006711548 XM_006711552 XM_006711553 XM_024449878 XM_024449879 XM_024449880 XM_024449881 XP_005245551 XP_006711609 XP_006711610 XP_006711611 XP_006711615 XP_006711616 XP_024305646 XP_024305647 XP_024305648 XP_024305649 XR_001737427 XR_001737428 XR_002957631	overlaps 5'	overlaps 5'	0	covers exon(s)	0	2	5	5' UTR	-	2666	NA	79957	61748
chr21	40176950	40177189	240	*	0.338450208101988	2.03070124861193	255201	809606	809611	6	9	2.23714147011515e-06	0.01	9.39599417448361e-05	0.13	ETS2	NM_001256295 NM_005239 NP_001243224 NP_005230 XM_005260935 XM_017028290 XP_005260992 XP_016883779	promoter	promoter	42	NA	NA	NA	11	NA	+	19647	NA	2114	17339
chr2	71680559	71681007	449	*	0.337252924880257	2.02351754928154	217628	101782	101787	6	7	2.23714147011515e-06	0.01	9.39599417448361e-05	0.13	DYSF	NM_001130455 NM_001130976 NM_001130977 NM_001130978 NM_001130979 NM_001130980 NM_001130981 NM_001130982 NM_001130983 NM_001130984 NM_001130985 NM_001130986 NM_001130987 NM_003494 NP_001123927 NP_001124448 NP_001124449 NP_001124450 NP_001124451 NP_001124452 NP_001124453 NP_001124454 NP_001124455 NP_001124456 NP_001124457 NP_001124458 NP_001124459 NP_003485 XM_005264584 XM_005264585 XP_005264641 XP_005264642 XR_001738969	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	59	inside transcription region	+	233140	NA	8291	63855
chr14	74003820	74004039	220	*	0.337216527978852	2.02329916787311	124456	605695	605700	6	9	2.23714147011515e-06	0.01	9.39599417448361e-05	0.13	ACOT1	NM_001037161 NP_001032238 XM_017021589 XM_017021590 XM_017021591 XM_017021592 XP_016877078 XP_016877079 XP_016877080 XP_016877081	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	3	5' UTR	+	38434	NA	641371	52303
chr12	49391920	49392438	519	*	0.38210958484576	1.9105479242288	91561	539837	539841	5	5	2.23714147011515e-06	0.01	0.000116331356445988	0.13	DDN	NM_015086 NP_055901 XM_011538055 XP_011536357	inside exon	inside	650	inside exon	0	2	2	inside transcription region	-	4155	NA	23109	19652
chr14	94254184	94254726	543	*	0.376466138884412	1.88233069442206	127568	611546	611550	5	15	2.23714147011515e-06	0.01	0.000120805639386218	0.14	PRIMA1	NM_178004 NM_178013 NP_821092 XM_011536456 XM_024449482 XP_011534758 XP_024305250 XR_002957532 XR_002957533	covers exon(s)	inside	40	covers exon(s)	0	1	6	inside transcription region	-	70122	NA	145270	11977
chr1	212002770	212003113	344	*	0.369736553920092	1.84868276960046	34150	69410	69414	5	22	2.23714147011515e-06	0.01	0.000125279922326448	0.14	LPGAT1	NM_001320808 NM_014873 NP_001307737 NP_055688 XM_005273362 XM_011510228 XM_011510229 XM_017003004 XM_024451298 XP_005273419 XP_011508530 XP_011508531 XP_016858493 XP_024307066	overlaps exon downstream	inside	464	overlaps exon downstream	0	1	8	5' UTR	-	86778	NA	9926	73172
chr15	73661484	73661769	286	*	0.368871209040539	1.8443560452027	140155	636966	636970	5	12	2.23714147011515e-06	0.01	0.000125279922326448	0.14	HCN4	NM_005477 NP_005468 XM_011521148 XP_011519450	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	8	5' UTR	-	49405	NA	10021	943
chr2	171572902	171573891	990	*	0.367476855020078	1.83738427510039	229441	122985	122989	5	26	2.23714147011515e-06	0.01	0.000129754205266678	0.15	SP5	NM_001003845 NP_001003845 XM_005246542 XM_011511159 XP_005246599 XP_011509461	inside exon	inside	1045	inside exon	0	2	2	inside transcription region	+	2641	NA	389058	33028
chr4	140201539	140201720	182	*	0.361740621982449	1.80870310991224	307189	219255	219259	5	16	2.23714147011515e-06	0.01	0.000145414195557484	0.16	MGARP	NM_032623 NP_116012	promoter	promoter	47	NA	NA	NA	4	NA	-	14175	NA	84709	65972
chr4	42398518	42399115	598	*	0.350845305819585	1.75422652909792	299269	205200	205204	5	24	2.23714147011515e-06	0.01	0.000174497034668981	0.2	SHISA3	NM_001080505 NP_001073974	promoter	promoter	741	NA	NA	NA	2	NA	+	4648	NA	152573	13364
chr19	19007311	19007596	286	*	0.350797005479691	1.75398502739845	197241	760265	760269	5	14	2.23714147011515e-06	0.01	0.000174497034668981	0.2	CERS1	NM_001290265 NM_021267 NM_198207 NP_001277194 NP_067090 NP_937850	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	6	5' UTR	-	18818	NA	10715	5739
